,card,merchant,category,amount,transaction_date
67595756718427840022#2023-08-04T05:36:42.563Z,67595756718427840022,Lubowitz Group,Groceries,2732.00,2023-08-04T05:36:42.563Z
6771-8951-3020-9866#2023-05-01T07:11:08.153Z,6771-8951-3020-9866,Ernser - Dach,Food & Drink,1275.00,2023-05-01T07:11:08.153Z
670686179317001470#2023-11-15T21:06:48.187Z,670686179317001470,"Bins, Considine and Walter",Online Retail,1280.00,2023-11-15T21:06:48.187Z
5419-7414-3346-0089#2023-02-27T02:26:58.710Z,5419-7414-3346-0089,O'Keefe LLC,Groceries,2891.00,2023-02-27T02:26:58.710Z
6304608533062507740#2023-06-14T03:18:26.079Z,6304608533062507740,Spinka - Corwin,Online Retail,1409.00,2023-06-14T03:18:26.079Z
6561-6267-1398-0336-7266#2023-01-25T22:00:50.110Z,6561-6267-1398-0336-7266,Gerlach - Douglas,Online Retail,454.00,2023-01-25T22:00:50.110Z
3796-719229-86758#2023-07-29T02:01:36.231Z,3796-719229-86758,"Littel, Thompson and Pfeffer",Groceries,1175.00,2023-07-29T02:01:36.231Z
4694-5262-2403-1440#2023-09-22T17:27:13.670Z,4694-5262-2403-1440,Mitchell - Windler,Groceries,219.00,2023-09-22T17:27:13.670Z
3529-7489-2548-9205#2023-02-27T14:50:48.229Z,3529-7489-2548-9205,Prohaska Inc,Transportation,2114.00,2023-02-27T14:50:48.229Z
3414-067273-41775#2023-11-17T10:19:22.258Z,3414-067273-41775,Mante Group,Food & Drink,491.00,2023-11-17T10:19:22.258Z
6498-6234-7948-2506-5211#2023-04-14T12:55:19.918Z,6498-6234-7948-2506-5211,Waelchi - Macejkovic,Online Retail,244.00,2023-04-14T12:55:19.918Z
6767-7419-7720-9159-764#2023-08-19T09:01:50.166Z,6767-7419-7720-9159-764,Hills LLC,Transportation,1658.00,2023-08-19T09:01:50.166Z
4680000923214#2023-07-05T22:08:28.105Z,4680000923214,Osinski - Ledner,Food & Drink,675.00,2023-07-05T22:08:28.105Z
6759-4214-8418-7529#2023-10-26T01:05:35.803Z,6759-4214-8418-7529,"Terry, Deckow and Legros",Transportation,2260.00,2023-10-26T01:05:35.803Z
6771-8982-8505-4897#2023-01-14T08:42:27.639Z,6771-8982-8505-4897,"Schuppe, Lubowitz and Koss",Fashion,954.00,2023-01-14T08:42:27.639Z
3529-0361-3938-5389#2023-08-27T19:38:41.116Z,3529-0361-3938-5389,Nikolaus - Dicki,Online Retail,929.00,2023-08-27T19:38:41.116Z
6767-1619-3711-6016-805#2023-09-07T11:20:49.043Z,6767-1619-3711-6016-805,"Hamill, Mitchell and Parisian",Online Retail,2505.00,2023-09-07T11:20:49.043Z
5199-8234-5813-2417#2023-03-26T02:10:26.030Z,5199-8234-5813-2417,Rau - Durgan,Food & Drink,2205.00,2023-03-26T02:10:26.030Z
6771-8996-0241-0499#2023-04-10T11:08:53.798Z,6771-8996-0241-0499,Blanda Inc,Transportation,2060.00,2023-04-10T11:08:53.798Z
3529-7912-7989-7797#2023-03-07T01:48:53.902Z,3529-7912-7989-7797,Dickens LLC,Groceries,1683.00,2023-03-07T01:48:53.902Z
3608-698114-0178#2023-01-16T02:27:39.492Z,3608-698114-0178,Schiller LLC,Fashion,1586.00,2023-01-16T02:27:39.492Z
6767-9402-3832-5081-062#2023-08-16T03:06:27.051Z,6767-9402-3832-5081-062,"Stamm, Spinka and Emmerich",Transportation,1518.00,2023-08-16T03:06:27.051Z
6759-1297-7530-6936-91#2023-07-21T03:33:40.490Z,6759-1297-7530-6936-91,Hills and Sons,Transportation,575.00,2023-07-21T03:33:40.490Z
6771-8982-3882-2622#2023-05-15T13:23:45.306Z,6771-8982-3882-2622,Larkin - Spencer,Food & Drink,505.00,2023-05-15T13:23:45.306Z
3420-865806-85671#2023-02-21T02:21:52.260Z,3420-865806-85671,"Bartell, Ondricka and Batz",Transportation,3.00,2023-02-21T02:21:52.260Z
6767-3823-1758-1280#2023-03-11T00:06:15.446Z,6767-3823-1758-1280,Sauer Group,Fashion,2315.00,2023-03-11T00:06:15.446Z
5442-2864-9314-8001#2023-06-05T02:40:07.549Z,5442-2864-9314-8001,Smitham - Champlin,Transportation,506.00,2023-06-05T02:40:07.549Z
3016-597588-6685#2023-12-17T05:59:59.676Z,3016-597588-6685,"Schiller, Doyle and Stiedemann",Fashion,1566.00,2023-12-17T05:59:59.676Z
6709979080830454#2023-09-09T09:18:19.911Z,6709979080830454,Rowe - Murphy,Groceries,2913.00,2023-09-09T09:18:19.911Z
6011-6270-5617-3662-2650#2023-04-25T22:01:25.718Z,6011-6270-5617-3662-2650,"Christiansen, Kuhn and Fay",Groceries,2577.00,2023-04-25T22:01:25.718Z
3740-640660-75692#2023-05-27T05:37:34.783Z,3740-640660-75692,Balistreri Group,Transportation,457.00,2023-05-27T05:37:34.783Z
6767-5767-8664-2232-603#2023-10-21T07:55:20.552Z,6767-5767-8664-2232-603,"Bernhard, Kling and Leannon",Groceries,103.00,2023-10-21T07:55:20.552Z
6478-3830-0385-2019#2023-06-12T17:48:04.785Z,6478-3830-0385-2019,Murray - Kutch,Food & Drink,2787.00,2023-06-12T17:48:04.785Z
3042-908896-6895#2023-05-24T13:24:20.532Z,3042-908896-6895,Wehner and Sons,Fashion,2537.00,2023-05-24T13:24:20.532Z
6387-4988-2829-0177#2023-03-08T10:37:13.995Z,6387-4988-2829-0177,"Stroman, Keebler and Pfeffer",Transportation,1652.00,2023-03-08T10:37:13.995Z
3789-165087-13899#2023-12-03T13:06:22.007Z,3789-165087-13899,"Cartwright, Ullrich and Dickens",Food & Drink,1246.00,2023-12-03T13:06:22.007Z
3611-959773-0718#2023-09-07T03:48:33.528Z,3611-959773-0718,Quigley Inc,Online Retail,2208.00,2023-09-07T03:48:33.528Z
3528-3695-0201-7995#2023-11-07T16:44:28.144Z,3528-3695-0201-7995,Lubowitz Group,Groceries,1830.00,2023-11-07T16:44:28.144Z
3529-8408-2208-1985#2023-02-13T11:14:27.169Z,3529-8408-2208-1985,Rowe and Sons,Online Retail,273.00,2023-02-13T11:14:27.169Z
4967425259658#2023-03-27T11:59:24.807Z,4967425259658,"Brown, Schaden and Schuster",Online Retail,1434.00,2023-03-27T11:59:24.807Z
5423-5224-5627-6014#2023-10-20T04:35:31.285Z,5423-5224-5627-6014,"Ratke, Watsica and Marvin",Food & Drink,2524.00,2023-10-20T04:35:31.285Z
6397-9790-9559-8531#2023-11-05T10:12:59.379Z,6397-9790-9559-8531,Stracke Group,Fashion,884.00,2023-11-05T10:12:59.379Z
3477-134443-81446#2023-02-06T10:20:47.884Z,3477-134443-81446,Kozey LLC,Transportation,2342.00,2023-02-06T10:20:47.884Z
4266-1289-9399-5463#2023-05-09T19:22:39.698Z,4266-1289-9399-5463,Boehm - Leffler,Groceries,2695.00,2023-05-09T19:22:39.698Z
6767-5767-8664-2232-603#2023-11-06T20:34:33.040Z,6767-5767-8664-2232-603,Hettinger LLC,Online Retail,1419.00,2023-11-06T20:34:33.040Z
3529-1451-8614-4852#2023-09-23T06:38:01.797Z,3529-1451-8614-4852,Hickle LLC,Groceries,1828.00,2023-09-23T06:38:01.797Z
3528-7433-2767-5239#2023-12-14T06:41:11.700Z,3528-7433-2767-5239,Hammes and Sons,Transportation,358.00,2023-12-14T06:41:11.700Z
6771-8954-4845-9468#2023-09-28T11:26:46.174Z,6771-8954-4845-9468,Parker - Rempel,Transportation,1441.00,2023-09-28T11:26:46.174Z
6706685381491176#2023-12-01T08:26:14.000Z,6706685381491176,Pagac - Moen,Transportation,2706.00,2023-12-01T08:26:14.000Z
6011-6298-3765-0392-3613#2023-03-06T02:17:03.265Z,6011-6298-3765-0392-3613,"Collier, Mitchell and Stokes",Online Retail,895.00,2023-03-06T02:17:03.265Z
4386637025544#2023-11-10T04:54:01.456Z,4386637025544,Bogisich - Mitchell,Groceries,864.00,2023-11-10T04:54:01.456Z
6481-6297-5977-0129-8738#2023-02-12T05:17:27.410Z,6481-6297-5977-0129-8738,"Cassin, Marks and Bahringer",Fashion,277.00,2023-02-12T05:17:27.410Z
4872000762656#2023-12-15T09:16:20.298Z,4872000762656,"Wolf, Mills and Dickinson",Online Retail,663.00,2023-12-15T09:16:20.298Z
6382-6738-1890-8211#2023-01-23T20:15:31.998Z,6382-6738-1890-8211,Stoltenberg - Dicki,Transportation,1202.00,2023-01-23T20:15:31.998Z
6767-2907-4864-1083-648#2023-04-14T05:07:32.492Z,6767-2907-4864-1083-648,VonRueden - Roob,Food & Drink,2653.00,2023-04-14T05:07:32.492Z
4810927964617#2023-08-24T09:56:32.632Z,4810927964617,"Hickle, Howell and Wolf",Online Retail,679.00,2023-08-24T09:56:32.632Z
4018404235606#2023-06-13T00:41:50.959Z,4018404235606,Runolfsson Group,Groceries,1976.00,2023-06-13T00:41:50.959Z
6767-7011-9942-8234-538#2023-04-04T17:41:12.134Z,6767-7011-9942-8234-538,"Hagenes, Heaney and Lynch",Online Retail,2958.00,2023-04-04T17:41:12.134Z
5038-2876-5226-1809#2023-07-30T12:34:58.601Z,5038-2876-5226-1809,Konopelski LLC,Food & Drink,2371.00,2023-07-30T12:34:58.601Z
3448-194299-19903#2023-08-08T14:31:49.533Z,3448-194299-19903,Bartell Inc,Online Retail,434.00,2023-08-08T14:31:49.533Z
3796-334504-91650#2023-08-11T16:25:42.641Z,3796-334504-91650,Smitham - Ziemann,Food & Drink,1838.00,2023-08-11T16:25:42.641Z
5020413565775648716#2023-03-04T23:11:17.176Z,5020413565775648716,"Carter, Littel and Legros",Transportation,1630.00,2023-03-04T23:11:17.176Z
6767-3823-1758-1280#2023-06-24T12:45:40.319Z,6767-3823-1758-1280,Jacobson - Mraz,Fashion,2373.00,2023-06-24T12:45:40.319Z
6011-6278-4504-9563-7012#2023-03-13T02:12:40.368Z,6011-6278-4504-9563-7012,Fahey and Sons,Fashion,2485.00,2023-03-13T02:12:40.368Z
4603683845470#2023-12-27T23:15:33.355Z,4603683845470,"Mosciski, Cruickshank and Fay",Groceries,2468.00,2023-12-27T23:15:33.355Z
5374-0478-1472-5154#2023-09-03T20:17:47.999Z,5374-0478-1472-5154,Wiza - Abshire,Food & Drink,93.00,2023-09-03T20:17:47.999Z
6377-1437-1872-7027#2023-03-07T06:49:36.371Z,6377-1437-1872-7027,"Parker, Welch and Watsica",Transportation,2880.00,2023-03-07T06:49:36.371Z
5310-3375-4635-5876#2023-03-30T09:24:10.645Z,5310-3375-4635-5876,"Erdman, Haag and Kemmer",Groceries,1889.00,2023-03-30T09:24:10.645Z
6767-7083-5585-2583-32#2023-11-16T13:45:39.016Z,6767-7083-5585-2583-32,"Sipes, Hane and Stoltenberg",Transportation,2720.00,2023-11-16T13:45:39.016Z
6759-7447-7689-3202-383#2023-10-04T18:28:34.345Z,6759-7447-7689-3202-383,Crona - Jakubowski,Online Retail,424.00,2023-10-04T18:28:34.345Z
6771-8954-4845-9468#2023-01-17T02:46:09.472Z,6771-8954-4845-9468,Shanahan - Krajcik,Food & Drink,1737.00,2023-01-17T02:46:09.472Z
6376-0153-0382-2002#2023-08-27T20:50:28.126Z,6376-0153-0382-2002,Kuhn LLC,Groceries,740.00,2023-08-27T20:50:28.126Z
6392-4056-2333-7239#2023-11-11T04:10:46.842Z,6392-4056-2333-7239,"Homenick, Wilkinson and Ledner",Online Retail,973.00,2023-11-11T04:10:46.842Z
6464-5113-3901-0797#2023-11-26T15:14:43.709Z,6464-5113-3901-0797,Morar LLC,Groceries,2635.00,2023-11-26T15:14:43.709Z
3739-411522-61701#2023-11-22T11:58:35.083Z,3739-411522-61701,"Koch, Jacobson and Abshire",Groceries,2706.00,2023-11-22T11:58:35.083Z
6304-1600-6826-9242#2023-04-18T04:51:15.286Z,6304-1600-6826-9242,"Fahey, Fritsch and Morar",Groceries,1719.00,2023-04-18T04:51:15.286Z
3645-039600-6962#2023-03-06T00:50:36.033Z,3645-039600-6962,Stanton - Rippin,Fashion,1370.00,2023-03-06T00:50:36.033Z
6709316967750856063#2023-02-09T12:05:52.305Z,6709316967750856063,Lemke - Kuphal,Online Retail,1365.00,2023-02-09T12:05:52.305Z
6759-9519-9263-2657-83#2023-11-06T19:34:31.546Z,6759-9519-9263-2657-83,Homenick LLC,Groceries,908.00,2023-11-06T19:34:31.546Z
6771-8996-0241-0499#2023-10-29T00:42:03.759Z,6771-8996-0241-0499,Johnston - Green,Groceries,2980.00,2023-10-29T00:42:03.759Z
6304636754292993742#2023-02-21T22:44:37.714Z,6304636754292993742,Conroy LLC,Groceries,600.00,2023-02-21T22:44:37.714Z
3419-936829-44487#2023-02-27T08:05:36.419Z,3419-936829-44487,Legros - Gleichner,Transportation,130.00,2023-02-27T08:05:36.419Z
3529-3053-3376-4164#2023-09-29T23:33:17.777Z,3529-3053-3376-4164,Kihn - McLaughlin,Transportation,2569.00,2023-09-29T23:33:17.777Z
6759-8238-5869-2958-46#2023-05-04T14:14:47.721Z,6759-8238-5869-2958-46,Boehm - Considine,Fashion,1648.00,2023-05-04T14:14:47.721Z
6377-8672-9805-0000#2023-09-05T15:28:52.230Z,6377-8672-9805-0000,"Ziemann, Abbott and Cartwright",Online Retail,1362.00,2023-09-05T15:28:52.230Z
6445-8178-7646-4741#2023-12-03T04:56:45.360Z,6445-8178-7646-4741,"Schuster, Kirlin and Walter",Food & Drink,2778.00,2023-12-03T04:56:45.360Z
3794-455398-15167#2023-10-22T05:20:54.538Z,3794-455398-15167,"Flatley, Hammes and Kessler",Fashion,2821.00,2023-10-22T05:20:54.538Z
5507-5942-8349-9662#2023-06-27T19:46:31.977Z,5507-5942-8349-9662,"Corkery, Kerluke and Roberts",Groceries,572.00,2023-06-27T19:46:31.977Z
6763-6020-3709-6093#2023-01-15T20:47:55.603Z,6763-6020-3709-6093,Jerde Group,Transportation,800.00,2023-01-15T20:47:55.603Z
3528-9584-3897-2610#2023-07-14T03:48:57.228Z,3528-9584-3897-2610,"Beahan, O'Kon and Metz",Food & Drink,991.00,2023-07-14T03:48:57.228Z
4872000762656#2023-04-26T16:18:15.638Z,4872000762656,Senger - Hammes,Fashion,2954.00,2023-04-26T16:18:15.638Z
6759-9860-3896-5208-91#2023-04-27T02:42:08.716Z,6759-9860-3896-5208-91,Kihn Inc,Transportation,2289.00,2023-04-27T02:42:08.716Z
3004-298363-4615#2023-03-08T12:26:17.729Z,3004-298363-4615,Bernier Inc,Transportation,892.00,2023-03-08T12:26:17.729Z
3554-9912-2728-9463#2023-06-15T02:08:06.326Z,3554-9912-2728-9463,Botsford and Sons,Fashion,2635.00,2023-06-15T02:08:06.326Z
67594482055525407#2023-05-29T06:49:25.809Z,67594482055525407,Gottlieb LLC,Transportation,1868.00,2023-05-29T06:49:25.809Z
3734-343012-96133#2023-07-08T12:50:37.406Z,3734-343012-96133,Conn - Kunde,Fashion,1008.00,2023-07-08T12:50:37.406Z
4721025095156#2023-12-24T14:43:54.564Z,4721025095156,Murazik Group,Groceries,1818.00,2023-12-24T14:43:54.564Z
5381-7904-8180-0641#2023-07-04T22:39:34.334Z,5381-7904-8180-0641,Zboncak and Sons,Online Retail,1689.00,2023-07-04T22:39:34.334Z
4259417020409#2023-11-27T07:36:43.222Z,4259417020409,Kulas - Gleichner,Food & Drink,502.00,2023-11-27T07:36:43.222Z
6011-4590-9570-2843#2023-02-20T23:23:27.877Z,6011-4590-9570-2843,"Koss, Blanda and Daniel",Groceries,2688.00,2023-02-20T23:23:27.877Z
3789-165087-13899#2023-04-26T19:44:46.670Z,3789-165087-13899,Hodkiewicz Inc,Groceries,2573.00,2023-04-26T19:44:46.670Z
6767-3198-5823-6403-26#2023-07-08T02:10:02.341Z,6767-3198-5823-6403-26,Zboncak - Wisozk,Groceries,1102.00,2023-07-08T02:10:02.341Z
6767-9773-5781-7524-10#2023-05-11T06:08:21.267Z,6767-9773-5781-7524-10,Berge Group,Transportation,2082.00,2023-05-11T06:08:21.267Z
5549-0242-4529-6972#2023-06-15T11:58:44.503Z,5549-0242-4529-6972,"Friesen, Waters and Sawayn",Fashion,369.00,2023-06-15T11:58:44.503Z
50180369258529800904#2023-08-06T16:27:24.017Z,50180369258529800904,"Mann, Ledner and Borer",Fashion,536.00,2023-08-06T16:27:24.017Z
4967425259658#2023-07-23T13:38:51.351Z,4967425259658,Wolf Inc,Groceries,2023.00,2023-07-23T13:38:51.351Z
3637-429515-8189#2023-10-19T21:28:03.359Z,3637-429515-8189,Hickle and Sons,Transportation,972.00,2023-10-19T21:28:03.359Z
6481-6297-5977-0129-8738#2023-06-19T13:52:13.061Z,6481-6297-5977-0129-8738,"Lesch, Waters and Moore",Transportation,2740.00,2023-06-19T13:52:13.061Z
6371-8474-3399-0118#2023-11-05T09:07:32.776Z,6371-8474-3399-0118,Brown Group,Food & Drink,937.00,2023-11-05T09:07:32.776Z
3571-8318-2394-8089#2023-11-05T21:17:23.745Z,3571-8318-2394-8089,Lebsack Inc,Transportation,2627.00,2023-11-05T21:17:23.745Z
6767-7832-8820-0821-355#2023-04-23T21:48:16.846Z,6767-7832-8820-0821-355,Ziemann - Witting,Transportation,2312.00,2023-04-23T21:48:16.846Z
6762460704782769227#2023-05-12T14:38:36.769Z,6762460704782769227,"Jones, Herman and Rosenbaum",Groceries,322.00,2023-05-12T14:38:36.769Z
58930269903656250099#2023-03-02T02:09:32.473Z,58930269903656250099,"Hahn, Lind and Bradtke",Groceries,2162.00,2023-03-02T02:09:32.473Z
6304636754292993742#2023-02-09T13:09:05.061Z,6304636754292993742,"Metz, Watsica and Bogisich",Online Retail,2444.00,2023-02-09T13:09:05.061Z
6473-1639-3942-2839#2023-07-09T09:35:05.219Z,6473-1639-3942-2839,Bednar - Weimann,Fashion,590.00,2023-07-09T09:35:05.219Z
3749-319583-66886#2023-10-11T16:22:12.496Z,3749-319583-66886,Fahey - Breitenberg,Transportation,315.00,2023-10-11T16:22:12.496Z
3789-165087-13899#2023-01-14T05:23:14.115Z,3789-165087-13899,Franey - Schaden,Fashion,705.00,2023-01-14T05:23:14.115Z
4386637025544#2023-06-29T04:31:59.641Z,4386637025544,Feest - Blanda,Food & Drink,1646.00,2023-06-29T04:31:59.641Z
6452-6216-9963-7751-8721#2023-12-23T11:37:16.266Z,6452-6216-9963-7751-8721,Lesch Inc,Groceries,905.00,2023-12-23T11:37:16.266Z
5549-0242-4529-6972#2023-12-05T05:34:04.087Z,5549-0242-4529-6972,"Effertz, Mayer and Davis",Groceries,618.00,2023-12-05T05:34:04.087Z
3474-844982-20407#2023-05-08T21:50:15.926Z,3474-844982-20407,Greenfelder - Schoen,Transportation,2106.00,2023-05-08T21:50:15.926Z
3744-222877-77456#2023-09-19T20:16:30.951Z,3744-222877-77456,"Sporer, Kilback and Monahan",Online Retail,1071.00,2023-09-19T20:16:30.951Z
6598-6253-6275-8072-9438#2023-07-20T00:02:35.773Z,6598-6253-6275-8072-9438,"Satterfield, Terry and Waelchi",Groceries,2954.00,2023-07-20T00:02:35.773Z
6759-1592-8809-0925-509#2023-11-10T06:04:18.714Z,6759-1592-8809-0925-509,"Torp, Krajcik and Quitzon",Fashion,420.00,2023-11-10T06:04:18.714Z
670930649077221272#2023-11-02T12:51:31.100Z,670930649077221272,"Bogan, Grant and Prohaska",Fashion,877.00,2023-11-02T12:51:31.100Z
6759-0513-6790-3204-036#2023-07-20T06:44:46.294Z,6759-0513-6790-3204-036,Parisian and Sons,Groceries,2876.00,2023-07-20T06:44:46.294Z
4603683845470#2023-03-06T14:27:57.060Z,4603683845470,Heidenreich - Conroy,Food & Drink,1800.00,2023-03-06T14:27:57.060Z
3554-9912-2728-9463#2023-08-20T18:42:16.336Z,3554-9912-2728-9463,"Batz, Beatty and Nienow",Fashion,1272.00,2023-08-20T18:42:16.336Z
67594482055525407#2023-07-28T07:40:22.008Z,67594482055525407,Hegmann Group,Fashion,1072.00,2023-07-28T07:40:22.008Z
6767-4587-9593-3175#2023-03-13T21:42:28.509Z,6767-4587-9593-3175,Heidenreich - Ratke,Transportation,1755.00,2023-03-13T21:42:28.509Z
3528-4236-9627-2419#2023-10-14T23:21:32.132Z,3528-4236-9627-2419,Sawayn Inc,Groceries,883.00,2023-10-14T23:21:32.132Z
5400-7577-4803-4329#2023-12-23T13:01:13.651Z,5400-7577-4803-4329,"Treutel, Satterfield and Senger",Food & Drink,2720.00,2023-12-23T13:01:13.651Z
6759-4052-9160-7796-41#2023-04-12T14:04:07.275Z,6759-4052-9160-7796-41,Bernhard - Ondricka,Fashion,2992.00,2023-04-12T14:04:07.275Z
4967425259658#2023-12-07T19:25:57.249Z,4967425259658,Smith Inc,Online Retail,1296.00,2023-12-07T19:25:57.249Z
6500-6290-1819-9042-0875#2023-02-13T01:09:03.271Z,6500-6290-1819-9042-0875,"Bednar, Wehner and Predovic",Groceries,651.00,2023-02-13T01:09:03.271Z
6771816966699243339#2023-06-13T04:30:02.184Z,6771816966699243339,Kihn - Ankunding,Food & Drink,347.00,2023-06-13T04:30:02.184Z
4686255940712#2023-01-15T18:19:57.544Z,4686255940712,"Roob, Turner and MacGyver",Food & Drink,1422.00,2023-01-15T18:19:57.544Z
6759-3157-9396-5786-648#2023-02-26T08:58:37.552Z,6759-3157-9396-5786-648,Collins and Sons,Food & Drink,2168.00,2023-02-26T08:58:37.552Z
6502-6282-6503-9486-5321#2023-03-19T21:01:41.014Z,6502-6282-6503-9486-5321,Mayert - Collins,Online Retail,2271.00,2023-03-19T21:01:41.014Z
4187-4366-4266-0438#2023-06-03T16:45:45.274Z,4187-4366-4266-0438,Hyatt Inc,Online Retail,2898.00,2023-06-03T16:45:45.274Z
6771367015130242501#2023-12-29T20:21:51.527Z,6771367015130242501,Tremblay and Sons,Transportation,2145.00,2023-12-29T20:21:51.527Z
5117-5036-9276-7751#2023-04-07T09:55:07.997Z,5117-5036-9276-7751,Gorczany - Jacobi,Transportation,2656.00,2023-04-07T09:55:07.997Z
3036-786010-0962#2023-08-02T09:35:30.161Z,3036-786010-0962,Ernser and Sons,Transportation,2791.00,2023-08-02T09:35:30.161Z
677150531618188814#2023-02-09T08:44:23.024Z,677150531618188814,Schmeler - Stark,Transportation,145.00,2023-02-09T08:44:23.024Z
6011-4628-3620-2859#2023-01-12T22:02:45.169Z,6011-4628-3620-2859,Marvin LLC,Fashion,1495.00,2023-01-12T22:02:45.169Z
3637-429515-8189#2023-06-17T22:51:57.707Z,3637-429515-8189,Kub - Smith,Online Retail,1475.00,2023-06-17T22:51:57.707Z
4687543155741#2023-02-10T23:13:06.247Z,4687543155741,Konopelski - Rau,Transportation,2606.00,2023-02-10T23:13:06.247Z
6767-4584-3576-2232-794#2023-01-03T09:29:16.016Z,6767-4584-3576-2232-794,Funk Inc,Food & Drink,1090.00,2023-01-03T09:29:16.016Z
4674543358715#2023-10-08T04:26:16.585Z,4674543358715,Waelchi - Schumm,Fashion,1832.00,2023-10-08T04:26:16.585Z
5474-1904-8363-4023#2023-09-23T10:50:10.766Z,5474-1904-8363-4023,Boyer Group,Transportation,650.00,2023-09-23T10:50:10.766Z
3436-574113-57828#2023-05-24T05:30:23.763Z,3436-574113-57828,Jacobson Inc,Transportation,2857.00,2023-05-24T05:30:23.763Z
5893-4074-6627-6538#2023-03-29T11:14:50.843Z,5893-4074-6627-6538,DuBuque and Sons,Online Retail,2699.00,2023-03-29T11:14:50.843Z
3541-3768-9324-3257#2023-06-05T14:00:12.277Z,3541-3768-9324-3257,Kuhic Inc,Online Retail,1690.00,2023-06-05T14:00:12.277Z
5018-2021-9232-5570#2023-11-22T22:42:46.496Z,5018-2021-9232-5570,Padberg Group,Fashion,380.00,2023-11-22T22:42:46.496Z
4656-1540-0271-2549#2023-10-29T05:05:53.140Z,4656-1540-0271-2549,Wisoky Inc,Food & Drink,265.00,2023-10-29T05:05:53.140Z
3546-9098-8960-7161#2023-12-22T03:05:18.323Z,3546-9098-8960-7161,Stiedemann - Wiegand,Online Retail,163.00,2023-12-22T03:05:18.323Z
3529-3194-9032-6188#2023-04-23T02:02:16.996Z,3529-3194-9032-6188,Gerlach - Roberts,Food & Drink,1093.00,2023-04-23T02:02:16.996Z
5255-3998-7049-1492#2023-10-20T04:54:07.107Z,5255-3998-7049-1492,"Funk, Stamm and Mohr",Fashion,1465.00,2023-10-20T04:54:07.107Z
6481-6297-5977-0129-8738#2023-08-19T08:42:17.501Z,6481-6297-5977-0129-8738,"Bayer, Anderson and Muller",Fashion,2550.00,2023-08-19T08:42:17.501Z
6759-6444-1321-2177-95#2023-02-06T10:17:33.942Z,6759-6444-1321-2177-95,"Hansen, Rippin and Dickens",Transportation,2115.00,2023-02-06T10:17:33.942Z
50181411628948353#2023-03-20T13:57:19.475Z,50181411628948353,"Fritsch, Beier and Littel",Transportation,1158.00,2023-03-20T13:57:19.475Z
3796-334504-91650#2023-05-11T16:03:11.599Z,3796-334504-91650,"Batz, Roob and Bins",Groceries,2788.00,2023-05-11T16:03:11.599Z
6759-9088-3698-9306-225#2023-12-21T03:46:11.123Z,6759-9088-3698-9306-225,"Dare, Bergstrom and Jacobi",Online Retail,1694.00,2023-12-21T03:46:11.123Z
6304965416896302651#2023-11-17T15:11:52.330Z,6304965416896302651,"Brakus, Ward and Weimann",Transportation,61.00,2023-11-17T15:11:52.330Z
3449-153762-41414#2023-12-10T23:09:43.775Z,3449-153762-41414,Dibbert - Hane,Transportation,1425.00,2023-12-10T23:09:43.775Z
3619-299646-8107#2023-01-04T00:00:59.977Z,3619-299646-8107,Koepp Inc,Online Retail,1226.00,2023-01-04T00:00:59.977Z
3571-8318-2394-8089#2023-02-28T09:50:12.250Z,3571-8318-2394-8089,Kovacek Group,Food & Drink,746.00,2023-02-28T09:50:12.250Z
3429-084772-29901#2023-11-08T08:49:39.424Z,3429-084772-29901,Casper Inc,Groceries,1165.00,2023-11-08T08:49:39.424Z
6011-6277-2424-1967-1230#2023-04-10T06:23:28.339Z,6011-6277-2424-1967-1230,Cummings and Sons,Online Retail,2560.00,2023-04-10T06:23:28.339Z
3577-5754-4078-4997#2023-06-29T15:35:28.862Z,3577-5754-4078-4997,Green - Stanton,Groceries,756.00,2023-06-29T15:35:28.862Z
4547-0026-7902-0212#2023-01-15T05:11:13.568Z,4547-0026-7902-0212,"Pfannerstill, Parker and Steuber",Fashion,1757.00,2023-01-15T05:11:13.568Z
6759-7884-5329-1359-95#2023-12-01T10:53:11.803Z,6759-7884-5329-1359-95,"Yundt, Breitenberg and Lind",Groceries,725.00,2023-12-01T10:53:11.803Z
6767-6241-6018-7891#2023-01-27T04:05:06.558Z,6767-6241-6018-7891,"Langworth, Daniel and Davis",Fashion,529.00,2023-01-27T04:05:06.558Z
6459-6261-8981-3112-0884#2023-06-19T20:18:16.282Z,6459-6261-8981-3112-0884,"Gleichner, McGlynn and Wolf",Groceries,453.00,2023-06-19T20:18:16.282Z
6706398338802400#2023-10-05T06:53:13.730Z,6706398338802400,O'Conner - Koss,Food & Drink,2363.00,2023-10-05T06:53:13.730Z
6767-0441-4860-5270#2023-07-17T21:35:50.926Z,6767-0441-4860-5270,Wunsch - Green,Online Retail,1838.00,2023-07-17T21:35:50.926Z
3528-9584-3897-2610#2023-12-28T05:07:42.353Z,3528-9584-3897-2610,MacGyver Inc,Fashion,896.00,2023-12-28T05:07:42.353Z
5467-3238-3013-5449#2023-04-30T03:31:54.004Z,5467-3238-3013-5449,Jerde - Paucek,Food & Drink,765.00,2023-04-30T03:31:54.004Z
67631336246736148#2023-07-31T11:59:59.270Z,67631336246736148,Beier Group,Transportation,963.00,2023-07-31T11:59:59.270Z
6304547484775457#2023-02-08T04:03:23.074Z,6304547484775457,"Sporer, Parker and Leuschke",Fashion,2335.00,2023-02-08T04:03:23.074Z
